Directorate,Sub Directorate,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215489,Waverley Care Centre Limited,736.79,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215489,Waverley Care Centre Limited,736.79,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,761.94,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215489,Waverley Care Centre Limited,926.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,"1,080.61",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215489,Leonard Cheshire Disability,"1,319.31",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,215803,Dwr Cymru Cyf,"1,075.19",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,507.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,547.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,547.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,561.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,571.45,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,583.42,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Springbank Care Home Limited T/A Springbank Nursing Home,793.10,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Leonard Cheshire Disability,"1,248.73",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,340.33",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,"1,780.75",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Care 4 U (Neath) Limited,"1,806.90",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Amethyst Healthcare Limited t/a Hillstone House,"1,874.12",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Valebrook Care Homes Limited,"1,909.55",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,Voyage 1 Limited t/a Brook Lodge,"2,606.71",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216179,The Cedars Care Services Limited t/a The Hollies,"8,070.79",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,216181,Care and Independence Limited,"1,935.85",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Heidi Christoforato t/a Churchfields Home Care,644.62,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Consensus Support Services Limited t/a Ty Machen,"2,353.68",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,523.15,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,534.51,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a The Willows,968.49,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Glasallt Fawr Camphill Centre,"1,046.12",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"1,056.04",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited T/A Oaklands,"1,092.99",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Vale Phoenix Limited,"1,145.13",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Ocean Community Services Limited t/a Westminster Court Care Home,"1,152.42",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Vale Phoenix Limited,"1,184.41",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a The Willows,"1,291.33",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a The Willows,"1,291.33",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,296.52",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a The Cedars,"1,446.35",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"1,492.18",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"1,522.85",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,548.83",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,656.71",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a The Cedars,"1,669.12",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"1,750.87",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,779.76",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,821.45",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"1,861.19",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"1,910.35",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a Sycamore House,"1,915.42",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Accomplish Group Limited,"1,928.22",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"1,994.50",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"1,994.50",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Valebrook Care Homes Limited,"2,116.17",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"2,235.31",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a The Willows,"2,259.82",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Accomplish Group Limited,"2,271.33",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,Ocean Community Services Limited t/a Beech House,"2,340.22",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,217909,The Cedars Care Services Limited t/a The Willows,"3,551.15",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Hafod Care Association Limited,645.50,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Isman & Kinze Essa T/A Haven House,507.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Liam George t/a Claremont Care Home,523.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,523.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Adriana Limited T/A The Priory Nursing Home,608.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,J and P Residential Homes Limited T/A Monkstone House,622.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,622.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Waverley Care Centre Limited,783.12,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218321,Waverley Care Centre Limited,814.04,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.06,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,HC-One Limited t/a Quarry Hall,503.75,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Northcote Developments Limited,506.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,507.07,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Northcote Developments Limited,508.88,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Baltimore Care Limited,511.70,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,The Manor House St Hilary Limited T/A Milsom House,512.71,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hebron Hall Limited,514.21,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.51,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,E & E Homes Limited T/A Cliffhaven Residential Home,515.71,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.07,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Baltimore Care Limited,518.26,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hebron Hall Limited,519.51,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Baltimore Care Limited,520.13,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,520.61,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,524.57,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,524.89,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,525.72,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,528.68,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,530.75,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.49,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Northcote Developments Limited,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,532.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hebron Hall Limited,534.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,535.57,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,541.83,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),542.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Baltimore Care Limited,543.65,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hebron Hall Limited,549.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,559.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,561.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,564.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Baltimore Care Limited,569.39,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),574.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,576.59,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Middlepatch Limited T/A College Fields Nursing Home,581.34,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,590.58,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,602.41,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,613.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,620.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,625.98,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,637.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Barchester Healthcare Homes Limited t/a Bryn Ivor Lodge Care Home,640.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,644.99,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),660.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,David Austin t/a Silverdale,660.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,E & E Homes Limited T/A Cliffhaven Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,E & E Homes Limited T/A Cliffhaven Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,June Zehetmayr t/a Tower Hill Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,670.40,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,680.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,682.50,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,705.89,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,734.73,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,735.94,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,736.79,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,746.75,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hafod Care Association Limited t/a Woodcroft Care Home,750.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,760.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Middlepatch Limited T/A College Fields Nursing Home,780.52,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),803.38,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Waverley Care Centre Limited,814.04,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,843.66,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,215.25",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,Harrison Care Enterprises Barry Limited t/a Island View,"1,234.23",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/09/2019,218419,The Manor House St Hilary Limited T/A Milsom House,"2,689.64",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,17/09/2019,303900,Woodland Electrical Barry Limited,510.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,17/09/2019,303900,M Thomas Water Services Limited,620.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,17/09/2019,303900,WWS 1987 Limited T/A Welsh Window Systems,"1,610.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,17/09/2019,305874,WWS 1987 Limited T/A Welsh Window Systems,"10,790.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17/09/2019,325349,Go Surveys Limited,700.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17/09/2019,325851,Righton & Blackburns Limited,"1,075.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/09/2019,333013,Ace Site Services (UK) Limited,"2,055.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/09/2019,333050,Dwr Cymru Cyf,649.62,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/09/2019,333102,Jonathan Edwards & Ptn T/A Jonathan Edwards & Son,"1,650.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/09/2019,333200,Dwr Cymru Cyf,521.05,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/09/2019,333200,Dwr Cymru Cyf,"1,420.42",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/09/2019,333530,Novar Systems Limited T/A Honeywell,840.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/09/2019,333550,Dwr Cymru Cyf,"1,312.84",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17/09/2019,341100,Egbert H Taylor & Co Limited,"2,687.20",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17/09/2019,341120,Dwr Cymru Cyf,564.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17/09/2019,341120,Dwr Cymru Cyf,917.09,Revenue,
NEW REGENERATION,REGENERATION & PLANNING,17/09/2019,356020,The Abbey Cleaning Services Limited,610.50,Revenue,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,17/09/2019,403156,University of the West of England,"1,875.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,17/09/2019,403217,University of the West of England,"1,600.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,17/09/2019,403500,Bridgend County Borough Council,"127,293.54",Revenue,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,17/09/2019,403501,Cardiff County Council,"73,725.06",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,17/09/2019,407118,James Andrews Recruitment Solutions Limited,"1,292.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,17/09/2019,407119,James Andrews Recruitment Solutions Limited,873.99,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,17/09/2019,407201,Masons Moving Group Limited,700.80,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,17/09/2019,407215,Corona Energy Retail 4 Limited,822.93,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,17/09/2019,407260,Corona Energy Retail 4 Limited,522.41,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,17/09/2019,409102,Care & Repair Cardiff and the Vale,"1,305.60",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,17/09/2019,422100,Corona Energy Retail 4 Limited,607.90,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,17/09/2019,422160,Hays Specialist Recruitment Limited,501.28,Revenue,
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,17/09/2019,440610,New Pathways Family Friendly Therapeutic Centre of Excellence,600.00,Revenue,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,17/09/2019,831503,Centregreat Limited,730.56,Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,829.04,Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,829.04,Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,132.24",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,132.24",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,138.24",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,155.82",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,155.82",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,155.82",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,155.82",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,155.82",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,17/09/2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,155.82",Capital,
