DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,915.12,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,974.23,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,975.06,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,All Care (South Wales) Limited,"1,011.06",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,All Care (South Wales) Limited,"1,011.06",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,All Care (South Wales) Limited,"1,011.06",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cwtch Care Limited,518.20,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cwtch Care Limited,526.85,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cwtch Care Limited,526.85,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cwtch Care Limited,537.90,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Allied Health-Services Limited t/a Allied Healthcare,692.72,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Allied Health-Services Limited t/a Allied Healthcare,711.06,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Allied Health-Services Limited t/a Allied Healthcare,829.54,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cwtch Care Limited,867.92,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,215489,Cwtch Care Limited,899.46,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,540.85,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,545.60,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,All Care (South Wales) Limited,591.84,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,All Care (South Wales) Limited,591.84,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,All Care (South Wales) Limited,591.84,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,All Care (South Wales) Limited,"1,442.61",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,All Care (South Wales) Limited,"1,442.61",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,216179,All Care (South Wales) Limited,"1,442.61",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,579.51,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,579.51,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,579.51,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,591.84,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,591.84,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,591.84,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,909.28,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,940.32,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,217909,All Care (South Wales) Limited,952.56,REVENUE,,,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,16/11/2022,218304,Liquid Personnel Limited,"7,150.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,16/11/2022,218304,Liquid Personnel Limited,"65,000.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,218310,1 Call Care Limited,532.62,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,218419,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,834.40,REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/11/2022,218419,Dove Home Care Agency Limited,"3,000.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,16/11/2022,260130,Walter Standen T/A Standens Contract Hire,680.00,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,16/11/2022,260130,Walter Standen T/A Standens Contract Hire,"1,440.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,16/11/2022,260140,Prospero Recruitment Limited,560.17,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,16/11/2022,260275,Sanctuary Personnel Limited,"5,300.40",REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,16/11/2022,260277,The Family Place Limited,700.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,SMK Building & Maintenance Limited,602.53,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,SMK Building & Maintenance Limited,622.20,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,WWS 1987 Limited T/A Welsh Window Systems,750.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,WWS 1987 Limited T/A Welsh Window Systems,750.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,SMK Building & Maintenance Limited,"1,041.18",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,SMK Building & Maintenance Limited,"1,127.27",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,SMK Building & Maintenance Limited,"1,464.10",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,Ace Site Services (UK) Limited,"1,750.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,Metron Wrought Ironwork Limited,"1,750.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,Ace Site Services (UK) Limited,"1,850.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,Ace Site Services (UK) Limited,"2,250.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303900,Metro Rod Limited,"2,549.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303901,Ace Site Services (UK) Limited,"1,536.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303901,SMK Building & Maintenance Limited,"1,683.72",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303901,Davies Contractors Limited,"1,893.16",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303901,PL Scaffolding Solutions Limited,"5,700.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303901,PL Scaffolding Solutions Limited,"6,200.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303910,M Thomas Water Services Limited,660.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303910,Woodland Electrical Barry Limited,881.62,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303910,Woodland Electrical Barry Limited,895.12,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,16/11/2022,303910,Woodland Electrical Barry Limited,913.15,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,KS Barry (Plumbing & Heating) Limited,633.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,Unique Flooring (Wales) Limited,"1,000.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,KS Barry (Plumbing & Heating) Limited,"1,725.40",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,Davies Contractors Limited,"2,316.10",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,Davies Contractors Limited,"2,532.44",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,PL Scaffolding Solutions Limited,"5,700.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,PL Scaffolding Solutions Limited,"5,850.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303931,Edwin P Beynon,"2,070.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303950,ADC Fire Systems Limited,"1,085.50",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303950,ARC Electrical Engineering Solutions Limited,"1,242.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303950,ADC Fire Systems Limited,"2,364.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,303950,J & D Water Consultants Limited,"4,912.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,306332,E & M Construction Services Limited t/a Specialist Precast Products,"2,879.16",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,306418,Ran Hire and Sales Limited,884.42,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,306436,Heritage Decorators (South Wales) Limited,"25,000.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,306443,Davies Contractors Limited,"5,861.16",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,16/11/2022,306444,Edwin P Beynon,"4,196.50",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING CARETAKING/SECURITY,16/11/2022,312160,HSG Facilities Management Limited,519.75,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,16/11/2022,323672,Ove Arup & Partners Limited,"3,950.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,16/11/2022,325502,National Grid Electricity Distribution Plc,"1,484.10",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,16/11/2022,325890,Centregreat Limited,"3,423.23",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,16/11/2022,325890,Centregreat Limited,"31,825.88",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,16/11/2022,325960,National Grid Electricity Distribution Plc,899.28,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,16/11/2022,333013,Ace Site Services (UK) Limited,850.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,16/11/2022,333013,The Firewood Company (UK) Limited T/A Esa Tree Care,986.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,16/11/2022,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"1,770.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,16/11/2022,333155,The Firewood Company (UK) Limited T/A Esa Tree Care,"5,961.25",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,16/11/2022,333500,Boston Seeds Limited,"4,295.83",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,16/11/2022,333550,Harrod UK Limited,"1,122.92",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,16/11/2022,359341,SMK Building & Maintenance Limited,"1,554.68",REVENUE,,,
REGULATORY SERVICES SHARED SERVICES,ENTERPRISE & SPECIALIST SERVICES,16/11/2022,403221,Royal Society For Public Health,540.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,16/11/2022,407114,Nottingham Rehab Limited,817.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,16/11/2022,407119,Hays Specialist Recruitment Limited,"1,161.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,16/11/2022,409102,Thornlink Limited T/A Vale Consultancy,750.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF RESOURCES,16/11/2022,409103,Peter Cox Limited,"2,380.30",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,16/11/2022,420212,Capita Business Services Limited,"4,876.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,16/11/2022,421230,Oracle Corporation UK Limited,"2,587.41",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,16/11/2022,422003,Energy and Technical Services Limited,560.00,REVENUE,,,
DIRECT CAPITAL SOCIAL SERVICES,CAPITAL COMM CARE & HEALTH,16/11/2022,821065,SMK Building & Maintenance Limited,"10,900.00",CAPITAL,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101004,A & R Contract Cleaning Specialist Limited,"2,322.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101004,New Directions (Education) Limited,591.96,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,A-Day Consultants Limited T/A Academics,532.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,A-Day Consultants Limited T/A Academics,532.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,No More Marking Limited,535.50,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,Amazon Payments UK Limited,722.49,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,Glen Cleaning Company Limited,"1,474.93",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,New Directions (Education) Limited,503.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,New Directions (Education) Limited,503.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,New Directions (Education) Limited,505.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,New Directions (Education) Limited,537.35,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101013,Kevin Payne T/A KP Electrical Services,970.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Happy Embroidery Limited,530.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Paper House Plus Limited,562.50,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Kordel Limited,657.26,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Perform & Grow Limited,750.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Veolia ES (UK) Limited,763.07,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Wheadon Group Travel Limited,840.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Forces Fitness Limited,"1,100.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Perform & Grow Limited,"1,996.90",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Big Fresh Catering Company Limited,"2,908.75",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Boiler Burner Maintenance Limited,"3,649.20",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Unique Flooring (Wales) Limited,"7,820.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101025,Keith Newman t/a Bridgend Decorating Services,"5,495.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101055,Bay Resourcing Limited,"3,712.43",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101075,Revised Recruitment Group Limited,544.50,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101075,Pearson Education Limited,"1,078.17",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101075,Therapeutic Activities Group CIC,"1,120.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101095,Mike Armiger t/a MPAA,"1,000.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101140,AR Digital Limited,594.22,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101140,Oxford University Press,525.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101140,Apollo Teaching Services Limited,588.03,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101140,Apollo Teaching Services Limited,588.03,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101195,New Directions (Education) Limited,505.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101195,New Directions (Education) Limited,505.70,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101213,Collaborate & Innovate Limited t/a Cosy,908.20,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101213,Pearson Education Limited,"1,067.59",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101213,Community Products (UK) Limited t/a Community Playthings,"1,580.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101233,Trafalgar UK Theatres Cardiff Limited t/a New Theatre,"1,605.50",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101317,Glen Cleaning Company Limited,"1,467.50",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101317,Teaching Personnel Limited,"4,421.31",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101317,Anna Cox T/A Wildfire Wales,680.00,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,101317,Cwmni Urdd Gobaith Cymru,"4,577.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,17/11/2022,102636,Now Education Group Limited,553.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,17/11/2022,102636,Now Education Group Limited,553.85,REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,17/11/2022,102636,PE Direct Limited,"2,475.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,17/11/2022,102636,PE Direct Limited,"3,465.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,17/11/2022,103221,Celtic Teachers Limited,572.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,17/11/2022,103221,Celtic Teachers Limited,572.60,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,17/11/2022,103593,New Directions (Education) Limited,998.25,REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,104385,4 Seasons Tree & Garden Services Limited,"1,143.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17/11/2022,104385,The Learning Partnership (Wales) Limited,"1,350.00",REVENUE,,,
DIRECT LEARNING AND SKILLS,STANDARDS AND PROVISIONS,17/11/2022,130274,Motion Control Dance,"14,000.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,17/11/2022,140128,Cardiff Met Company Limited t/a Cardiff Metropolitan University,"1,100.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,17/11/2022,140131,Matrix SCM Limited,"118,263.78",REVENUE,,,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,17/11/2022,156002,ABM Catering for Leisure Limited,666.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,17/11/2022,156002,ABM Catering for Leisure Limited,666.75,REVENUE,,,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,17/11/2022,156602,ABM Catering for Leisure Limited,"7,218.92",REVENUE,,,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,17/11/2022,156630,ABM Catering for Leisure Limited,"7,400.50",REVENUE,,,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,17/11/2022,180001,Dinah Guilfoyle T/A Dinahvagina,"1,050.00",REVENUE,,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17/11/2022,215803,Chubb Fire & Security Limited,627.60,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,17/11/2022,260116,Richard Jones Carpets (Barry) Limited,592.13,REVENUE,,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,17/11/2022,260276,Prospero Recruitment Limited,"6,144.59",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17/11/2022,323686,Glamorgan Star Limited,"1,596.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17/11/2022,325566,Highway & Industrial Equipment Limited,544.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,17/11/2022,333510,Ace Site Services (UK) Limited,525.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,17/11/2022,356020,The Abbey Cleaning Services Limited,797.33,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,17/11/2022,359457,Glamorgan Star Limited,855.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,17/11/2022,359457,Glamorgan Star Limited,855.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,17/11/2022,359457,The Millennium Quest Limited,"10,423.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,17/11/2022,365789,Wayne Davies t/a Denway Travel,"4,000.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405100,Llamau Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405100,Llamau Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405100,Llamau Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405100,Llamau Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405100,Llamau Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405100,Llamau Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405100,Llamau Limited,560.00,REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17/11/2022,405125,Front Row Properties Management Limited,"1,650.00",REVENUE,,,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,17/11/2022,407119,Hays Specialist Recruitment Limited,"1,331.01",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,17/11/2022,421235,Portfolio Payroll Limited,719.65,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,17/11/2022,421235,Portfolio Payroll Limited,719.65,REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,17/11/2022,421235,Portfolio Payroll Limited,"1,451.51",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,17/11/2022,421235,OCNR (EMEA) Limited,"12,870.00",REVENUE,,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,17/11/2022,440539,Hafod Housing Association Limited,"4,030.00",REVENUE,,,
DIRECT POLICY,GF MISCELLANEOUS POLICY,17/11/2022,479050,Crawford & Company Adjusters (UK) Limited,"44,958.00",REVENUE,,,
DIRECT POLICY,GF MISCELLANEOUS POLICY,17/11/2022,479050,Adrian Oliver & Ptn t/a Dolmans Solicitors,"8,742.00",REVENUE,,,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,17/11/2022,812499,LCB Construction Limited,"5,488.00",CAPITAL,,,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,17/11/2022,812522,LCB Construction Limited,"5,950.00",CAPITAL,,,
